trade_date,open,high,low,close,volume
2024-04-16,1549.2648272561928,1562.3529611504189,1543.22772782666,1553.4600997411223,26266
2024-04-17,1551.5996684839474,1558.2972210097773,1542.2975121980724,1550.6694528553599,24819
2024-04-18,1543.2370299829458,1565.534298600188,1542.464951011218,1554.1856679314205,26568
2024-04-19,1544.8835116455457,1552.0647762982412,1526.7443068880893,1531.7302626573185,23500
2024-04-22,1538.5766496837223,1561.7204145229794,1530.204709026435,1558.166990821775,29951
2024-04-23,1558.1111778840598,1576.71549045581,1558.1111778840598,1574.1853039460518,24980
2024-04-24,1578.557317400413,1581.2828491921746,1565.8598740701937,1575.4131885757872,17086
2024-04-25,1572.3713834703062,1577.2736198329621,1564.8552411913192,1574.8922678237782,14476
2024-04-26,1575.7852748272223,1594.3895873989723,1575.7666705146505,1590.1385019763275,30996
2024-04-29,1578.5294109315555,1607.4126061991972,1575.6178360140766,1585.0874311130974,41332
2024-04-30,1586.0269488979707,1609.1614115809418,1586.0176467416848,1586.0176467416848,30760
2024-05-06,1612.9659935018647,1641.8305844569347,1606.4823905706098,1637.3655494397149,59909
2024-05-07,1642.5654548035188,1653.7373445028547,1634.0911904270868,1646.4816625998722,24925
2024-05-08,1646.1932957550102,1646.4537561310146,1633.1516726422135,1640.8724623594896,14769
2024-05-09,1635.3190750568222,1641.811980144363,1627.8773500281222,1633.4586437996472,22387
2024-05-10,1638.2027435054433,1644.5096054672667,1612.9845978144365,1617.626373801088,26207
2024-05-13,1611.152073026119,1611.7474110284152,1582.501431665624,1586.9478623702723,37662
2024-05-14,1586.9385602139864,1593.7105299901034,1581.3758707550332,1583.2083955433507,21274
2024-05-15,1583.766524920503,1588.8082936274473,1580.054964562439,1581.3665685987473,15739
2024-05-16,1586.0176467416848,1590.557099009192,1572.0644123128723,1585.552538927391,29680
2024-05-17,1581.3758707550332,1596.789543720728,1581.3665685987473,1595.3198030275598,28924
2024-05-20,1598.1011477570364,1612.054382185849,1588.9106173465918,1589.7385092560348,31426
2024-05-21,1588.8082936274473,1590.4175666649037,1579.6549718421463,1586.0176467416848,16293
2024-05-22,1584.1572154845098,1590.6315162594788,1572.9946279414598,1579.2363748092819,20286
2024-05-23,1581.3665685987473,1587.3013443091356,1572.1388295631593,1573.934145726333,18885
2024-05-24,1574.8550591986348,1576.71549045581,1559.971609141235,1560.0460263915218,20217
2024-05-27,1560.9018247698223,1569.6923624599742,1551.6089706402333,1553.5717256165528,25098
2024-05-28,1553.8321859925575,1558.2693145409198,1546.9485903410098,1548.4741439718935,23521
2024-05-29,1549.7392372267723,1562.7622560269974,1548.809021598185,1557.1809622554724,19651
2024-05-30,1558.1111778840598,1558.4646598229233,1533.9255715407849,1533.9255715407849,32208
2024-05-31,1535.3208949836662,1547.4136981553036,1533.4139529450617,1533.4139529450617,21857
2024-06-03,1534.8557871693724,1535.711585547673,1521.0048764597045,1524.9861993500592,30261
2024-06-04,1526.0187386977912,1540.4370809408974,1522.3443869648704,1537.8324771808525,20841
2024-06-05,1536.7162184265474,1542.9300588255119,1528.3721842381176,1529.2744933978474,19056
2024-06-06,1528.9582200841278,1536.7069162702614,1521.7490489625745,1525.3768899140657,25610
2024-06-07,1531.255852686739,1531.3023634681683,1506.0284048394458,1506.1865414963058,33525
2024-06-11,1491.1263504694741,1492.996083882935,1457.64788999661,1459.508321253785,70247
2024-06-12,1460.4385368823725,1479.0428494541225,1460.4385368823725,1462.0012991383996,33171
2024-06-13,1466.7360966879098,1466.8477225633405,1444.7644035406734,1446.494604609846,36186
2024-06-14,1446.48530245356,1454.8200344857041,1414.3556546421478,1446.48530245356,59514
2024-06-17,1425.360105528338,1440.69005908746,1405.565116951996,1433.927391467629,48318
2024-06-18,1424.0578036483155,1446.0574032644097,1410.839439566087,1415.3230788958788,41258
